"Time (s)";"Temperature (°C)"
5,956340091E1;3,242187500E1
5,966340091E1;3,246484375E1
5,976340091E1;3,239843750E1
5,986340091E1;3,239843750E1
5,996340091E1;3,241796875E1
6,006340091E1;3,237500000E1
6,016340091E1;3,237500000E1
6,026340091E1;3,241015625E1
6,036340091E1;3,238281250E1
6,046340091E1;3,237500000E1
6,056340091E1;3,237500000E1
6,066340091E1;3,241015625E1
6,076340091E1;3,235937500E1
6,086340091E1;3,236718750E1
6,096340091E1;3,235156250E1
6,106340091E1;3,234375000E1
6,116340091E1;3,230468750E1
6,126340091E1;3,232812500E1
6,136340091E1;3,234375000E1
6,146340091E1;3,231250000E1
6,156340091E1;3,231640625E1
6,166340091E1;3,234375000E1
6,176340091E1;3,233203125E1
6,186340091E1;3,232031250E1
6,196340091E1;3,228906250E1
6,206340091E1;3,230078125E1
6,216340091E1;3,230859375E1
6,226340091E1;3,230078125E1
6,236340091E1;3,228515625E1
6,246340091E1;3,229296875E1
6,256340091E1;3,229296875E1
6,266340091E1;3,229296875E1
6,276340091E1;3,227734375E1
6,286340091E1;3,222656250E1
6,296340091E1;3,227734375E1
6,306340091E1;3,225781250E1
6,316340091E1;3,227734375E1
6,326340091E1;3,230078125E1
6,336340091E1;3,229296875E1
6,346340091E1;3,224218750E1
6,356340091E1;3,225781250E1
6,366340091E1;3,228125000E1
6,376340091E1;3,225781250E1
6,386340091E1;3,224218750E1
6,396340091E1;3,223437500E1
6,406340091E1;3,221484375E1
6,416340091E1;3,221093750E1
6,426340091E1;3,221875000E1
6,436340091E1;3,221875000E1
6,446340091E1;3,223046875E1
6,456340091E1;3,218359375E1
6,466340091E1;3,218359375E1
6,476340091E1;3,216015625E1
6,486340091E1;3,219921875E1
6,496340091E1;3,216796875E1
6,506340091E1;3,216406250E1
6,516340091E1;3,216796875E1
6,526340091E1;3,214453125E1
6,536340091E1;3,214453125E1
6,546340091E1;3,216015625E1
6,556340091E1;3,210937500E1
6,566340091E1;3,212500000E1
6,576340091E1;3,212500000E1
6,586340091E1;3,212500000E1
6,596340091E1;3,212500000E1
6,606340091E1;3,215234375E1
6,616340091E1;3,212500000E1
6,626340091E1;3,209375000E1
6,636340091E1;3,212500000E1
6,646340091E1;3,207421875E1
6,656340091E1;3,209375000E1
6,666340091E1;3,208593750E1
6,676340091E1;3,210156250E1
6,686340091E1;3,210937500E1
6,696340091E1;3,208593750E1
6,706340091E1;3,203906250E1
6,716340091E1;3,205859375E1
6,726340091E1;3,205859375E1
6,736340091E1;3,206640625E1
6,746340091E1;3,205078125E1
6,756340091E1;3,207812500E1
6,766340091E1;3,206640625E1
6,776340091E1;3,206640625E1
6,786340091E1;3,205078125E1
6,796340091E1;3,203515625E1
6,806340091E1;3,206640625E1
6,816340091E1;3,203515625E1
6,826340091E1;3,207812500E1
6,836340091E1;3,206640625E1
6,846340091E1;3,203515625E1
6,856340091E1;3,198437500E1
6,866340091E1;3,204296875E1
6,876340091E1;3,201953125E1
