"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (°)"
1,409858072E2;5,235606039E1;4,890573528E0;2,205999112E0;1,004102670E0;1,757142164E2;4,960490263E0;3,036128025E0
1,419858059E2;5,235604712E1;4,890574310E0;1,802145025E0;1,156360351E0;1,775626761E2;4,974850921E0;3,012539684E0
1,429858007E2;5,235603441E1;4,890564934E0;1,734557403E0;1,191175994E0;1,825478380E2;5,050721309E0;3,018259891E0
1,439858065E2;5,235600993E1;4,890601211E0;1,604577503E0;1,347304900E0;1,738269315E2;4,966860352E0;3,025695833E0
1,449858067E2;5,235599448E1;4,890616261E0;1,945806049E0;1,247699400E0;1,703875242E2;4,961501192E0;3,034475730E0
1,459857996E2;5,235597612E1;4,890625006E0;1,344070716E0;1,359001595E0;1,737433178E2;4,951103924E0;3,051410652E0
1,469857987E2;5,235595601E1;4,890625265E0;1,187027341E0;1,490743191E0;1,758375003E2;4,958497018E0;3,039382232E0
1,479857992E2;5,235594755E1;4,890627309E0;1,762007413E0;1,090087052E0;1,776923753E2;4,957118170E0;3,041630563E0
1,489857910E2;5,235593940E1;4,890629986E0;1,618589509E0;7,819198592E-1;1,772821155E2;4,951102054E0;3,051413686E0
1,499857842E2;5,235593090E1;4,890628809E0;1,818286141E0;7,990607813E-1;1,793282004E2;4,951818656E0;3,050250651E0
1,509857769E2;5,235591090E1;4,890628825E0;1,312744183E0;1,224773988E0;1,785640036E2;4,965548943E0;3,027847541E0
1,519857708E2;5,235589939E1;4,890645569E0;1,818171395E0;1,022316507E0;1,749308760E2;4,963717375E0;3,030849197E0
1,529857650E2;5,235588576E1;4,890650380E0;1,237172686E0;1,045364005E0;1,788340123E2;4,940782348E0;3,068094983E0
1,539857568E2;5,235587974E1;4,890652834E0;1,774639385E0;1,076683417E0;1,799419133E2;4,936960777E0;3,074240608E0
1,549857513E2;5,235586770E1;4,890662833E0;1,051572556E0;1,165030211E0;1,773074514E2;4,953047949E0;3,048254098E0
1,559857448E2;5,235585453E1;4,890666641E0;1,160035124E0;1,234135626E0;1,768125260E2;4,973556369E0;3,014676446E0
1,569857386E2;5,235585117E1;4,890667357E0;1,523814553E0;9,074561310E-1;1,760715013E2;5,013130609E0;2,948399317E0
1,579857324E2;5,235583813E1;4,890677334E0;1,506073920E0;9,876251779E-1;1,724669175E2;5,043784625E0;2,895647370E0
1,589857273E2;5,235583735E1;4,890678020E0;2,004734536E0;7,386501325E-1;1,719291489E2;5,015952462E0;2,943596088E0
1,599857216E2;5,235582265E1;4,890672793E0;1,814768949E0;9,041425812E-1;1,771345219E2;5,005256487E0;2,961746872E0
1,609857159E2;5,235581156E1;4,890664426E0;1,655759133E0;9,311357404E-1;1,815811914E2;5,005735451E0;2,960937288E0
1,619857101E2;5,235579708E1;4,890656117E0;1,619748298E0;1,184235231E0;1,857017939E2;5,005889422E0;2,960676972E0
1,629857049E2;5,235578537E1;4,890644579E0;1,900999594E0;1,312567607E0;1,915669008E2;5,008472513E0;2,956305146E0
1,639856999E2;5,235578241E1;4,890635983E0;2,045915506E0;1,005360435E0;1,956046442E2;4,999145466E0;2,972050074E0
1,649856941E2;5,235577147E1;4,890637802E0;2,042547569E0;8,660600219E-1;1,927835458E2;4,998975306E0;2,972336273E0
1,659856898E2;5,235575878E1;4,890657713E0;2,066512112E0;7,514776617E-1;1,711780926E2;4,990461535E0;2,986608561E0
1,669856846E2;5,235574404E1;4,890664866E0;2,071562692E0;9,955043812E-1;1,744989265E2;4,986105676E0;2,993874951E0
1,679856799E2;5,235574157E1;4,890680066E0;2,220779520E0;7,189840615E-1;1,665637721E2;4,971116501E0;3,018698026E0
1,689856747E2;5,235573491E1;4,890671790E0;2,034084107E0;7,977157583E-1;1,738030869E2;4,952518580E0;3,049114092E0
1,699856691E2;5,235572854E1;4,890637724E0;1,346808139E0;6,247683140E-1;1,943723285E2;4,951188576E0;3,051273295E0
1,709856653E2;5,235572699E1;4,890625894E0;1,573727204E0;2,098262776E-1;2,106756189E2;4,931623214E0;3,082795728E0
1,719856596E2;5,235572764E1;4,890617101E0;1,735013317E0;3,907124629E-2;2,106756157E2;4,946911519E0;3,058202651E0
1,729856553E2;5,235572563E1;4,890621920E0;1,494559118E0;4,220605149E-2;2,106756168E2;4,956860666E0;3,042050192E0
1,739856511E2;5,235572467E1;4,890568304E0;1,124720665E0;6,678512277E-1;2,374583474E2;4,968569617E0;3,022888187E0
1,749856462E2;5,235571863E1;4,890545742E0;2,146554800E0;7,230613501E-1;2,217192274E2;5,022137679E0;2,933030883E0
1,759856415E2;5,235570410E1;4,890523116E0;2,079275198E0;1,071966136E0;2,173212844E2;5,129304349E0;2,741308798E0
1,769856369E2;5,235569854E1;4,890487277E0;2,642200263E0;1,234205567E0;2,255090687E2;5,215755258E0;2,573020427E0
1,779856329E2;5,235569373E1;4,890454658E0;2,830308647E0;1,085179764E0;2,306897618E2;5,278062865E0;2,442660318E0
1,789856282E2;5,235569609E1;4,890425502E0;2,808534084E0;9,101079998E-1;2,448401964E2;5,283885767E0;2,430038732E0
1,799856235E2;5,235567762E1;4,890393630E0;3,165948946E0;9,687584046E-1;2,331061649E2;5,355564034E0;2,267701679E0
1,809856189E2;5,235566274E1;4,890361413E0;3,301255208E0;9,912364481E-1;2,311485043E2;5,385719965E0;2,195121293E0
1,819856148E2;5,235562762E1;4,890336089E0;2,959706713E0;1,172968851E0;2,177395056E2;5,375708613E0;2,219525611E0
1,829856099E2;5,235560881E1;4,890307251E0;2,780740250E0;1,561683358E0;2,225079018E2;5,484185215E0;1,936039657E0
1,839856063E2;5,235559965E1;4,890284147E0;2,483852925E0;1,609481123E0;2,283656164E2;5,709473039E0;1,727701412E0
1,849856015E2;5,235559841E1;4,890258158E0;2,744238336E0;1,330755249E0;2,343102532E2;6,050255587E0;1,367358282E0
1,859855981E2;5,235558838E1;4,890239088E0;2,736970385E0;1,236289667E0;2,306510714E2;6,280276438E0;1,133096262E0
1,869855937E2;5,235559203E1;4,890214440E0;2,327125429E0;1,236629154E0;2,378082143E2;6,503920406E0;1,154826468E0
1,879855889E2;5,235559003E1;4,890184163E0;2,188031613E0;1,325251632E0;2,440935077E2;6,840930729E0;1,154199008E0
1,889855850E2;5,235558658E1;4,890172838E0;2,163464665E0;1,014512325E0;2,446154910E2;6,979577951E0;1,152650781E0
1,899855807E2;5,235558299E1;4,890148992E0;2,030256073E0;1,035386829E0;2,458569760E2;7,116268274E0;1,149813193E0
1,909855759E2;5,235560703E1;4,890117863E0;1,979648853E0;1,182238614E0;2,655020577E2;6,902477515E0;1,145633180E0
1,919855719E2;5,235559261E1;4,890091334E0;1,937021432E0;1,213145928E0;2,589373139E2;6,661863342E0;1,138297301E0
1,929855678E2;5,235556225E1;4,890083722E0;2,138225184E0;1,047466138E0;2,444316784E2;6,317413661E0;1,134884158E0
1,939855641E2;5,235554469E1;4,890061230E0;1,702449234E0;1,228596935E0;2,429880122E2;6,042391188E0;1,353548891E0
1,949855587E2;5,235552411E1;4,890050976E0;1,881938541E0;1,162154143E0;2,363390518E2;6,058767334E0;1,336149047E0
1,959855552E2;5,235551731E1;4,890027116E0;1,924115030E0;1,132882626E0;2,409340132E2;5,848998457E0;1,560290191E0
1,969855515E2;5,235551467E1;4,890005008E0;2,164520797E0;9,855922929E-1;2,455347960E2;5,760113956E0;1,644663474E0
1,979855469E2;5,235552771E1;4,889966991E0;1,686397146E0;1,211013484E0;2,546216551E2;5,796566089E0;1,613863078E0
1,989855435E2;5,235553870E1;4,889941419E0;1,361548878E0;1,147986965E0;2,625233231E2;5,807899778E0;1,624599306E0
1,999855391E2;5,235554367E1;4,889928957E0;2,049742036E0;8,473102149E-1;2,710057998E2;5,763077956E0;1,686162040E0
2,009855354E2;5,235554628E1;4,889903596E0;1,600384264E0;9,649533565E-1;2,722766099E2;5,926042079E0;1,521882229E0
2,019855309E2;5,235554532E1;4,889881747E0;1,971659612E0;1,006957506E0;2,700005703E2;6,020735445E0;1,411066863E0
2,029855267E2;5,235553643E1;4,889858666E0;1,673681378E0;1,196455356E0;2,634157948E2;5,912226171E0;1,514021801E0
2,039855231E2;5,235554551E1;4,889834553E0;1,579511064E0;1,188932072E0;2,652978653E2;5,898523527E0;1,528931137E0
2,049855196E2;5,235554344E1;4,889816289E0;1,828710147E0;1,035176462E0;2,645384338E2;5,778753595E0;1,653714543E0
2,059855149E2;5,235553803E1;4,889798656E0;1,773291926E0;8,950557181E-1;2,623118919E2;5,658504577E0;1,766717827E0
2,069855107E2;5,235554641E1;4,889778055E0;1,741010640E0;7,743331476E-1;2,666391037E2;5,403722343E0;2,150423649E0
2,079855070E2;5,235554710E1;4,889769844E0;1,408418056E0;4,114040844E-1;2,658128676E2;5,414043407E0;2,124304832E0
2,089855018E2;5,235554740E1;4,889771225E0;1,280834300E0;9,963777247E-2;2,656896782E2;5,477334858E0;1,955336259E0
