"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (°)"
1,401742772E2;5,235657487E1;4,890555242E0;1,691076059E0;1,194525315E0;3,066691333E0;4,831005785E0;3,238197051E0
1,411742839E2;5,235658465E1;4,890543636E0;1,671561053E0;1,168020314E0;3,568744049E2;4,833923488E0;3,233839938E0
1,421743040E2;5,235659308E1;4,890535891E0;1,916299655E0;1,100813108E0;3,545695795E2;4,840963643E0;3,223291491E0
1,431743164E2;5,235660244E1;4,890539653E0;1,782512200E0;1,008229497E0;3,591451088E2;4,840436154E0;3,224083571E0
1,441743228E2;5,235661057E1;4,890538304E0;2,119438069E0;9,116953456E-1;3,642209503E0;4,835902249E0;3,230880139E0
1,451743431E2;5,235661840E1;4,890545994E0;2,231118700E0;8,732795658E-1;6,826758758E0;4,833906295E0;3,233865638E0
1,461743563E2;5,235662961E1;4,890549528E0;1,761148885E0;1,029062527E0;1,124700765E1;4,828305190E0;3,242222389E0
1,471743624E2;5,235663788E1;4,890553996E0;1,896320863E0;1,066526607E0;1,185249605E1;4,822387377E0;3,251017843E0
1,481743746E2;5,235665443E1;4,890575987E0;2,004614595E0;1,015748962E0;1,254442953E1;4,818323183E0;3,257038338E0
1,491743912E2;5,235666602E1;4,890603470E0;1,426392426E0;9,520783862E-1;2,128739818E1;4,809530583E0;3,270008043E0
1,501743975E2;5,235667292E1;4,890596887E0;1,747314633E0;6,009155222E-1;2,947562263E1;4,802961398E0;3,279649195E0
1,511743987E2;5,235668203E1;4,890616728E0;1,799880151E0;5,590210892E-1;5,280289598E1;4,805556111E0;3,275846074E0
1,521744002E2;5,235668448E1;4,890626953E0;1,844496507E0;4,810900605E-1;6,401183914E1;4,813578031E0;3,264047115E0
1,531744002E2;5,235669151E1;4,890667223E0;1,779381029E0;7,519616543E-1;6,631480752E1;4,822118007E0;3,251417377E0
1,541744007E2;5,235670297E1;4,890692870E0;1,862858413E0;9,975659508E-1;6,642468449E1;4,830737926E0;3,238596629E0
