"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)"
3,578163494E1;1,277166486E0;-4,595233798E-1;1,268003583E0
3,588163494E1;5,386304259E-1;1,889100820E-1;-1,215621829E-1
3,598163494E1;-2,785545588E-1;-5,100724846E-2;-7,397578359E-1
3,608163495E1;-6,873761415E-1;-7,156286240E-1;-1,404073715E0
3,618163494E1;-2,056630611E0;-6,157521605E-1;-1,262963891E0
3,628163494E1;-1,908343077E0;-9,935722947E-1;-8,692612648E-1
3,638163494E1;1,484402567E-1;5,100724697E-1;6,337726861E-2
3,648163494E1;1,174999356E0;9,074403048E-1;1,125824690E0
3,658163495E1;1,689805984E0;8,214610219E-1;2,117717028E0
3,668163494E1;1,554804802E0;-2,945897579E-1;1,790293336E0
3,678163494E1;2,365575731E-1;-2,576324046E-1;-3,014619946E-1
3,688163494E1;-3,604104817E-1;7,131851465E-2;-6,400340796E-1
3,698163494E1;-1,209665895E0;-4,920519590E-1;-1,564425945E0
3,708163495E1;-1,420109034E0;-3,981314301E-1;-1,178053617E0
3,718163494E1;-1,821294785E0;-9,821186066E-1;-7,922922373E-1
3,728163494E1;5,925393105E-1;7,425066829E-1;3,634648323E-1
3,738163494E1;1,453859329E0;7,820602059E-1;1,347263336E0
3,748163494E1;1,866346002E0;1,272126883E-1;1,880548716E0
3,758163495E1;1,560760736E0;-1,093448773E-1;1,607950091E0
3,768163494E1;1,191187184E-2;-2,408336252E-1;-2,959642112E-1
3,778163494E1;-4,607451260E-1;9,250026941E-1;-9,720393419E-1
3,788163494E1;-8,362745047E-1;-7,765624523E-1;-1,344361663E0
3,798163494E1;-1,600161552E0;-8,087855577E-1;-1,765095115E0
3,808163495E1;-1,713782430E0;-1,028697014E0;-8,689557910E-1
3,818163494E1;-2,512183189E-1;3,323107064E-1;-2,910772860E-1
